sentence,word,string,num_tokens_total,num_tokens_target,num_tokens_disambiguating,mpath,language,multilingual,n_params
They called the loan.,call,called,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a red cape.,cape,cape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a flowing cape.,cape,cape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a rocky cape.,cape,cape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a beer case.,case,case,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a display case.,case,case,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a divorce case.,case,case,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She cast a shadow.,cast,cast,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She cast a glow.,cast,cast,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She cast a spear.,cast,cast,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a worthy cause.,cause,cause,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a political cause.,cause,cause,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a main cause.,cause,cause,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a skin cell.,cell,cell,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a brain cell.,cell,cell,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a prison cell.,cell,cell,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a devilish charm.,charm,charm,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
She had a natural charm.,charm,charm,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a gold charm.,charm,charm,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He checked the engine.,check,checked,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He checked the oven.,check,checked,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He checked the alibi.,check,checked,6,1,2,distilbert/distilbert-base-uncased,english,No,66362880
They liked the juicy chicken.,chicken,chicken,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the roasted chicken.,chicken,chicken,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the clucking chicken.,chicken,chicken,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a perceptive class.,class,class,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a misbehaving class.,class,class,9,1,4,distilbert/distilbert-base-uncased,english,No,66362880
It was a boring class.,class,class,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He cleared the desk.,clear,cleared,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He cleared the shelf.,clear,cleared,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He cleared the path.,clear,cleared,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a film clip.,clip,clip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a video clip.,clip,clip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a hair clip.,clip,clip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
The dancer clogged.,clog,clogged,6,3,1,distilbert/distilbert-base-uncased,english,No,66362880
The choreographer clogged.,clog,clogged,6,3,1,distilbert/distilbert-base-uncased,english,No,66362880
The pipe clogged.,clog,clogged,6,3,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an icy cold.,cold,cold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a freezing cold.,cold,cold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a chest cold.,cold,cold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a gossip column.,column,column,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a sports column.,column,column,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a concrete column.,column,column,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the investment company.,company,company,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the pharmaceutical company.,company,company,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the pleasant company.,company,company,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a waffle cone.,cone,cone,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a sugar cone.,cone,cone,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an orange cone.,cone,cone,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He made a charitable contribution.,contribution,contribution,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He made a voluntary contribution.,contribution,contribution,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He made a scholarly contribution.,contribution,contribution,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
That was the noble count.,count,count,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
That was the vengeful count.,count,count,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
That was the final count.,count,count,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an introductory course.,course,course,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a pass-fail course.,course,course,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a charted course.,course,course,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He crossed a road.,cross,crossed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He crossed a room.,cross,crossed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He crossed an enemy.,cross,crossed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a dinner date.,date,date,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a blind date.,date,date,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an expiration date.,date,date,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was about forty degrees.,degree,degrees,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was about fifty degrees.,degree,degrees,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was about associate degrees.,degree,degrees,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the floral design.,design,design,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the geometric design.,design,design,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the product design.,design,design,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the turkey dinner.,dinner,dinner,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the light dinner.,dinner,dinner,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the formal dinner.,dinner,dinner,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They drained the account.,drain,drained,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They drained the budget.,drain,drained,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They drained the pool.,drain,drained,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He drew a gun.,draw,drew,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He drew a sword.,draw,drew,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He drew a tree.,draw,drew,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a recurring dream.,dream,dream,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a bad dream.,dream,dream,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a childhood dream.,dream,dream,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a grueling drill.,drill,drill,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a challenging drill.,drill,drill,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an electric drill.,drill,drill,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a multiple-choice examination.,examination,examination,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a difficult examination.,examination,examination,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a prostate examination.,examination,examination,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had an electric fan.,fan,fan,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had a ceiling fan.,fan,fan,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had a zealous fan.,fan,fan,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
She had a text file.,file,file,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a data file.,file,file,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a nail file.,file,file,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an action film.,film,film,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a censored film.,film,film,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a transparent film.,film,film,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They fixed the radio.,fix,fixed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They fixed the dishwasher.,fix,fixed,7,1,3,distilbert/distilbert-base-uncased,english,No,66362880
They fixed the date.,fix,fixed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a charitable foundation.,foundation,foundation,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an educational foundation.,foundation,foundation,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a wooden foundation.,foundation,foundation,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a mathematical function.,function,function,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a linear function.,function,function,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a social function.,function,function,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was on the firm ground.,ground,ground,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was on the frozen ground.,ground,ground,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was on the camp ground.,ground,ground,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the night guard.,guard,guard,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the security guard.,guard,guard,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the coast guard.,guard,guard,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had an assembly guide.,guide,guide,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a TV guide.,guide,guide,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a talkative guide.,guide,guide,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
They hailed a cab.,hail,hailed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They hailed a taxi.,hail,hailed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They hailed a friend.,hail,hailed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a summer home.,home,home,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a childhood home.,home,home,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a funeral home.,home,home,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had natural intelligence.,intelligence,intelligence,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had innate intelligence.,intelligence,intelligence,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had classified intelligence.,intelligence,intelligence,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a sensitive issue.,issue,issue,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a political issue.,issue,issue,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a weekly issue.,issue,issue,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a blackberry jam.,jam,jam,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a peach jam.,jam,jam,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a traffic jam.,jam,jam,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a duplicate key.,key,key,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a master key.,key,key,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a delete key.,key,key,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
They liked the marinated lamb.,lamb,lamb,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
They liked the grilled lamb.,lamb,lamb,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
They liked the cute lamb.,lamb,lamb,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She lapped the milk.,lap,lapped,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
She lapped the water.,lap,lapped,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
She lapped the runners.,lap,lapped,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
She loaded the gun.,load,loaded,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She loaded the rifle.,load,loaded,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She loaded the truck.,load,loaded,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had curly locks.,lock,locks,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had brown locks.,lock,locks,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had window locks.,lock,locks,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the hot lunch.,lunch,lunch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the sandwich lunch.,lunch,lunch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the afternoon lunch.,lunch,lunch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the flea market.,market,market,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the fish market.,market,market,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the housing market.,market,market,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a lit match.,match,match,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a burning match.,match,match,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a soccer match.,match,match,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was cough medicine.,medicine,medicine,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was prescription medicine.,medicine,medicine,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was orthopedic medicine.,medicine,medicine,8,1,4,distilbert/distilbert-base-uncased,english,No,66362880
There was a phone message.,message,message,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
There was a computer message.,message,message,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
There was an urgent message.,message,message,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a fungal mold.,mold,mold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a harmful mold.,mold,mold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a rubber mold.,mold,mold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the cancerous mole.,mole,mole,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
She saw the raised mole.,mole,mole,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the cute mole.,mole,mole,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the rhythmic movement.,movement,movement,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the graceful movement.,movement,movement,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the feminist movement.,movement,movement,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a national newspaper.,newspaper,newspaper,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a daily newspaper.,newspaper,newspaper,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a faded newspaper.,newspaper,newspaper,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a juicy orange.,orange,orange,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a ripe orange.,orange,orange,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a bright orange.,orange,orange,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the young page.,page,page,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the loyal page.,page,page,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the blank page.,page,page,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a calloused palm.,palm,palm,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a wrinkled palm.,palm,palm,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a tropical palm.,palm,palm,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a control panel.,panel,panel,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an instrument panel.,panel,panel,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an advisory panel.,panel,panel,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a secret passage.,passage,passage,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a narrow passage.,passage,passage,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a literary passage.,passage,passage,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She penned her animals.,pen,penned,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She penned her livestock.,pen,penned,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She penned her memoirs.,pen,penned,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a tasty perch.,perch,perch,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a freshwater perch.,perch,perch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a lofty perch.,perch,perch,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
He picked his coffee.,pick,picked,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He picked his dinner.,pick,picked,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He picked his scab.,pick,picked,6,1,2,distilbert/distilbert-base-uncased,english,No,66362880
He saw the fast pitcher.,pitcher,pitcher,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the right-handed pitcher.,pitcher,pitcher,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
He saw the glass pitcher.,pitcher,pitcher,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She poached the deer.,poach,poached,7,3,1,distilbert/distilbert-base-uncased,english,No,66362880
She poached the bear.,poach,poached,7,3,1,distilbert/distilbert-base-uncased,english,No,66362880
She poached the eggs.,poach,poached,7,3,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a windy port.,port,port,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a seaside port.,port,port,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a delicious port.,port,port,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was in a distinguished position.,position,position,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was in a prominent position.,position,position,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was in a fetal position.,position,position,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a wooden post.,post,post,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a fence post.,post,post,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a teaching post.,post,post,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had the alcoholic punch.,punch,punch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had the fruit punch.,punch,punch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had the strongest punch.,punch,punch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a brilliant pupil.,pupil,pupil,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had an interested pupil.,pupil,pupil,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a dilated pupil.,pupil,pupil,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
He pushed the cocaine.,push,pushed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He pushed the drugs.,push,pushed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He pushed the bed.,push,pushed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
That was a loud racket.,racket,racket,7,2,1,distilbert/distilbert-base-uncased,english,No,66362880
That was an annoying racket.,racket,racket,7,2,1,distilbert/distilbert-base-uncased,english,No,66362880
That was a badminton racket.,racket,racket,7,2,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked electronic rock.,rock,rock,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked alternative rock.,rock,rock,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked limestone rock.,rock,rock,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She ran the marathon.,run,ran,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She ran the race.,run,ran,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She ran the shop.,run,ran,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the wise sage.,sage,sage,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the renowned sage.,sage,sage,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the fragrant sage.,sage,sage,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a fish scale.,scale,scale,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a lizard scale.,scale,scale,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a music scale.,scale,scale,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a touching scene.,scene,scene,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a well-acted scene.,scene,scene,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a nature scene.,scene,scene,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a gold seal.,seal,seal,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a certified seal.,seal,seal,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a circus seal.,seal,seal,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She served a pie.,serve,served,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She served a lasagna.,serve,served,7,1,3,distilbert/distilbert-base-uncased,english,No,66362880
She served a summons.,serve,served,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
The girl sang.,sing,sang,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
The choir sang.,sing,sang,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
The bird sang.,sing,sang,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He spilled the drink.,spill,spilled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He spilled the flour.,spill,spilled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He spilled the news.,spill,spilled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He staked his horse.,stake,staked,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
He staked his tent.,stake,staked,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
He staked his name.,stake,staked,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
They stalled the truck.,stall,stalled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They stalled the bus.,stall,stalled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They stalled the horse.,stall,stalled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They stayed wet.,stay,stayed,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They stayed cold.,stay,stayed,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They stayed nearby.,stay,stayed,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
