sentence,word,string,num_tokens_total,num_tokens_target,num_tokens_disambiguating,mpath,language,multilingual,n_params
Era la clave musical.,clave,clave,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era la clave esencial.,clave,clave,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era la clave de sol.,clave,clave,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era la clave al caso.,clave,clave,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
El clima estaba tenso.,clima,clima,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
El clima estaba amigable.,clima,clima,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
El clima estaba frío.,clima,clima,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
El clima estaba lluvioso.,clima,clima,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia bacteriana.,colonia,colonia,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia de hombre.,colonia,colonia,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia abandonada.,colonia,colonia,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia fragante.,colonia,colonia,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia rebelde.,colonia,colonia,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia oprimida.,colonia,colonia,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia de hormigas.,colonia,colonia,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una colonia sutil.,colonia,colonia,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una columna de mármol.,columna,columna,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una columna decorativa.,columna,columna,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una columna vertebral.,columna,columna,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una columna encorvada.,columna,columna,7,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la compañía de actores.,compañía,compañía,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la compañía de inversiones.,compañía,compañía,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la compañía financiera.,compañía,compañía,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la compañía teatral.,compañía,compañía,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él cantaba al compás.,compás,compás,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él navegaba con el compás.,compás,compás,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él bailaba al compás.,compás,compás,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él observaba el compás.,compás,compás,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él vio la copa deportiva.,copa,copa,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él vio la copa mundial.,copa,copa,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él vio la copa de cristal.,copa,copa,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él vio la copa llena.,copa,copa,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Él vio la copa vacía.,copa,copa,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía el corazón inflamado.,corazón,corazón,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía el corazón partido.,corazón,corazón,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía el corazón operado.,corazón,corazón,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía el corazón angustiado.,corazón,corazón,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de un cordón inalámbrico.,cordón,cordón,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de un cordón biológico.,cordón,cordón,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de un cordón eléctrico.,cordón,cordón,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de un cordón umbilical.,cordón,cordón,9,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de un cordón sedoso.,cordón,cordón,8,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de un cordón de lona.,cordón,cordón,8,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la corte real.,corte,corte,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó el corte asimétrico.,corte,corte,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la corte suprema.,corte,corte,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la corte judicial.,corte,corte,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó el corte de pelo.,corte,corte,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la corte noble.,corte,corte,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza del roble.,corteza,corteza,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza prefrontal.,corteza,corteza,8,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza cerebral.,corteza,corteza,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza crocante.,corteza,corteza,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza comestible.,corteza,corteza,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza geológica.,corteza,corteza,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza terrestre.,corteza,corteza,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en la corteza del árbol.,corteza,corteza,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
No le gustó el cuadro de síntomas.,cuadro,cuadro,8,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
No le gustó el cuadro antiguo.,cuadro,cuadro,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
No le gustó el cuadro barroco.,cuadro,cuadro,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
No le gustó el cuadro clíninco.,cuadro,cuadro,9,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
No le gustó el cuadro diagnóstico.,cuadro,cuadro,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
No le gustó el cuadro pintoresco.,cuadro,cuadro,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó el cubo geométrico.,cubo,cubo,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó el cubo tridimensional.,cubo,cubo,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó el cubo plástico.,cubo,cubo,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó el cubo de madera.,cubo,cubo,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía cuerdas sintéticas.,cuerdas,cuerdas,5,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía cuerdas fibrosas.,cuerdas,cuerdas,5,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía cuerdas de terreno.,cuerdas,cuerdas,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía cuerdas inflamadas.,cuerdas,cuerdas,5,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía cuerdas vocales.,cuerdas,cuerdas,4,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Tenía cuerdas forestadas.,cuerdas,cuerdas,5,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una cura efectiva.,cura,cura,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una cura potente.,cura,cura,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un cura compasivo.,cura,cura,7,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un cura sabio.,cura,cura,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de la cámara principal.,cámara,cámara,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de la cámara senatorial.,cámara,cámara,9,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de la cámara profesional.,cámara,cámara,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de la cámara gubernamental.,cámara,cámara,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de la cámara digital.,cámara,cámara,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de la cámara remodelada.,cámara,cámara,8,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un código de conducta.,código,código,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un código de ética.,código,código,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un código programático.,código,código,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un código númerico.,código,código,7,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de una depresión geológica.,depresión,depresión,8,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de una depresión mental.,depresión,depresión,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de una depresión psicológica.,depresión,depresión,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Se trataba de una depresión terrestre.,depresión,depresión,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le preocupaba su estado psicológico.,estado,estado,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le preocupaba su estado mental.,estado,estado,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le preocupaba su estado natal.,estado,estado,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le preocupaba su estado sureño.,estado,estado,8,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Carecía fibra nutritiva.,fibra,fibra,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Carecía fibra óptica.,fibra,fibra,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Carecía fibra dietética.,fibra,fibra,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Carecía fibra moral.,fibra,fibra,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Carecía fibra muscular.,fibra,fibra,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una firma caligráfica.,firma,firma,8,1,4,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una firma emprendedora.,firma,firma,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una firma acreditada.,firma,firma,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una firma indescifrable.,firma,firma,8,1,4,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en el fondo marino.,fondo,fondo,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en el fondo presupuestario.,fondo,fondo,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en el fondo gubernamental.,fondo,fondo,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Estaba en el fondo del cuarto.,fondo,fondo,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Fue una fortuna imprevista.,fortuna,fortuna,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Fue una fortuna financiera.,fortuna,fortuna,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Fue una fortuna heredada.,fortuna,fortuna,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Fue una fortuna inesperada.,fortuna,fortuna,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la frase poética.,frase,frase,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la frase lírica.,frase,frase,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la frase melódica.,frase,frase,8,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gustó la frase musical.,frase,frase,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una frente arrugada.,frente,frente,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una frente amplia.,frente,frente,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un frente lluvioso.,frente,frente,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un frente frío.,frente,frente,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una función lineal.,función,función,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una función social.,función,función,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una función matemática.,función,función,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una función biológica.,función,función,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Compró el gato peludo.,gato,gato,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Compró el gato hidraúlico.,gato,gato,8,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Compró el gato para el auto.,gato,gato,8,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Compró el gato para el niño.,gato,gato,8,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Llamó a la guardia nacional.,guardia,guardia,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Llamó al guardia de seguridad.,guardia,guardia,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Llamó a la guardia costanera.,guardia,guardia,9,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Llamó al guardia de noche.,guardia,guardia,7,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una guía televisiva.,guía,guía,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una guía turística.,guía,guía,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una guía viajera.,guía,guía,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una guía digital.,guía,guía,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una hoja de cálculo.,hoja,hoja,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una hoja verdosa.,hoja,hoja,7,1,3,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una hoja de papel.,hoja,hoja,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una hoja de árbol.,hoja,hoja,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un hábito irritante.,hábito,hábito,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un hábito de lona.,hábito,hábito,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un hábito de monje.,hábito,hábito,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era un hábito rutinario.,hábito,hábito,6,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gusta la lengua cocida.,lengua,lengua,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gusta la lengua castellana.,lengua,lengua,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gusta la lengua española.,lengua,lengua,6,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Le gusta la lengua marinada.,lengua,lengua,7,1,2,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
Era una llama peruana.,llama,llama,5,1,1,PlanTL-GOB-ES/roberta-large-bne,spanish,No,355356672
