sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,Layer_ablated,Head_ablated,Ablation_idx,n_params,mpath,language,multilingual
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,1.8894672393798828e-05,9,4.64705882352941,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,1.3113021850585938e-05,10,4.64705882352941,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,7.927417755126953e-06,11,4.64705882352941,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,2.0503997802734375e-05,12,4.64705882352941,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,0,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,1,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,2,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,3,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,4,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,5,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.00012165307998657227,6,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.00013262033462524414,7,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0001246929168701172,8,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.00010645389556884766,9,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,7.802248001098633e-05,10,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,4.863739013671875e-05,11,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.00012254714965820312,12,4.76470588235294,11,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,0,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,1,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,2,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,3,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,4,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,5.960464477539063e-08,5,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.008978128433227539,6,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.008179426193237305,7,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.008550167083740234,8,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.008093774318695068,9,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.005580782890319824,10,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.003272831439971924,11,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.011179745197296143,12,4.64705882352941,10,13,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0,0,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0,1,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0,2,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0,3,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0,4,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0,5,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0019114017486572266,6,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0021656155586242676,7,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0023491382598876953,8,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0016422867774963379,9,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0008698105812072754,10,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0004477500915527344,11,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0018056035041809082,12,2.88235294117647,11,12,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0,0,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0,1,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0,2,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0,3,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0,4,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0,5,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0037749409675598145,6,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.004575908184051514,7,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.004804372787475586,8,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0034503936767578125,9,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.001725316047668457,10,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.0008770227432250977,11,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.00362551212310791,12,4.76470588235294,12,11,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0,0,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0,1,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0,2,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0,3,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0,4,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0,5,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.006510019302368164,6,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.006202757358551025,7,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.006236076354980469,8,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.005398213863372803,9,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.003740072250366211,10,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.0023788809776306152,11,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.007315635681152344,12,4.47058823529412,11,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.0,0,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.0,1,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.0,2,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.0,3,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.0,4,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.0,5,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.011435449123382568,6,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.011047124862670898,7,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.010357558727264404,8,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.00997835397720337,9,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.006789028644561768,10,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.00410991907119751,11,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.010917305946350098,12,1.29411764705882,8,8,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,0,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,1,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,2,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,3,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,4,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,5,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.004090666770935059,6,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.004317879676818848,7,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.004359066486358643,8,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0038193464279174805,9,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0030492544174194336,10,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0019627809524536133,11,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.004647016525268555,12,2.0,10,10,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,0,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,1,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,2,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,3,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,4,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,5,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.00687408447265625,6,2.70588235294118,10,9,Zero-Ablation,5,3,"(5, 3)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
